DATE,shift start time,shift end time,first sunrise,first sunset,second_sunrise,Darkness (minutes),% of Shift
2023-01-18,22:30:00,06:30:00,05:35:10,19:53:40,2023-01-19 05:35:10,425.2,88.6
2023-01-19,06:30:00,14:30:00,05:35:10,19:53:40,,0.0,0.0
2023-01-19,14:30:00,22:30:00,05:35:10,19:53:40,,156.3,32.6
2023-01-19,22:30:00,06:30:00,05:36:21,19:53:05,2023-01-20 05:36:21,426.4,88.8
2023-01-20,06:30:00,14:30:00,05:36:21,19:53:05,,0.0,0.0
2023-01-20,14:30:00,22:30:00,05:36:21,19:53:05,,156.9,32.7
2023-01-20,22:30:00,06:30:00,05:37:32,19:52:29,2023-01-21 05:37:32,427.5,89.1
2023-01-21,06:30:00,14:30:00,05:37:32,19:52:29,,0.0,0.0
2023-01-21,14:30:00,22:30:00,05:37:32,19:52:29,,157.5,32.8
2023-01-21,22:30:00,06:30:00,05:38:44,19:51:50,2023-01-22 05:38:44,428.7,89.3
2023-01-22,06:30:00,14:30:00,05:38:44,19:51:50,,0.0,0.0
2023-01-22,14:30:00,22:30:00,05:38:44,19:51:50,,158.2,33.0
2023-01-22,22:30:00,06:30:00,05:39:57,19:51:09,2023-01-23 05:39:57,430.0,89.6
2023-01-23,06:30:00,14:30:00,05:39:57,19:51:09,,0.0,0.0
2023-01-23,14:30:00,22:30:00,05:39:57,19:51:09,,158.9,33.1
2023-01-23,22:30:00,06:30:00,05:41:10,19:50:26,2023-01-24 05:41:10,431.2,89.8
2023-01-24,06:30:00,14:30:00,05:41:10,19:50:26,,0.0,0.0
2023-01-24,14:30:00,22:30:00,05:41:10,19:50:26,,159.6,33.2
2023-01-24,22:30:00,06:30:00,05:42:23,19:49:42,2023-01-25 05:42:23,432.4,90.1
2023-01-25,06:30:00,14:30:00,05:42:23,19:49:42,,0.0,0.0
2023-01-25,14:30:00,22:30:00,05:42:23,19:49:42,,160.3,33.4
2023-01-25,22:30:00,06:30:00,05:43:37,19:48:55,2023-01-26 05:43:37,433.6,90.3
2023-01-26,06:30:00,14:30:00,05:43:37,19:48:55,,0.0,0.0
2023-01-26,14:30:00,22:30:00,05:43:37,19:48:55,,161.1,33.6
2023-01-26,22:30:00,06:30:00,05:44:51,19:48:07,2023-01-27 05:44:51,434.9,90.6
2023-01-27,06:30:00,14:30:00,05:44:51,19:48:07,,0.0,0.0
2023-01-27,14:30:00,22:30:00,05:44:51,19:48:07,,161.9,33.7
2023-01-27,22:30:00,06:30:00,05:46:06,19:47:17,2023-01-28 05:46:06,436.1,90.9
2023-01-28,06:30:00,14:30:00,05:46:06,19:47:17,,0.0,0.0
2023-01-28,14:30:00,22:30:00,05:46:06,19:47:17,,162.7,33.9
2023-01-28,22:30:00,06:30:00,05:47:20,19:46:25,2023-01-29 05:47:20,437.3,91.1
2023-01-29,06:30:00,14:30:00,05:47:20,19:46:25,,0.0,0.0
2023-01-29,14:30:00,22:30:00,05:47:20,19:46:25,,163.6,34.1
2023-01-29,22:30:00,06:30:00,05:48:35,19:45:31,2023-01-30 05:48:35,438.6,91.4
2023-01-30,06:30:00,14:30:00,05:48:35,19:45:31,,0.0,0.0
2023-01-30,14:30:00,22:30:00,05:48:35,19:45:31,,164.5,34.3
2023-01-30,22:30:00,06:30:00,05:49:50,19:44:36,2023-01-31 05:49:50,439.8,91.6
2023-01-31,06:30:00,14:30:00,05:49:50,19:44:36,,0.0,0.0
2023-01-31,14:30:00,22:30:00,05:49:50,19:44:36,,165.4,34.5
2023-01-31,22:30:00,06:30:00,05:51:05,19:43:39,2023-02-01 05:51:05,441.1,91.9
2023-02-01,06:30:00,14:30:00,05:51:05,19:43:39,,0.0,0.0
2023-02-01,14:30:00,22:30:00,05:51:05,19:43:39,,166.4,34.7
2023-02-01,22:30:00,06:30:00,05:52:20,19:42:40,2023-02-02 05:52:20,442.3,92.1
2023-02-02,06:30:00,14:30:00,05:52:20,19:42:40,,0.0,0.0
2023-02-02,14:30:00,22:30:00,05:52:20,19:42:40,,167.3,34.9
2023-02-02,22:30:00,06:30:00,05:53:35,19:41:39,2023-02-03 05:53:35,443.6,92.4
2023-02-03,06:30:00,14:30:00,05:53:35,19:41:39,,0.0,0.0
2023-02-03,14:30:00,22:30:00,05:53:35,19:41:39,,168.4,35.1
2023-02-03,22:30:00,06:30:00,05:54:50,19:40:37,2023-02-04 05:54:50,444.8,92.7
2023-02-04,06:30:00,14:30:00,05:54:50,19:40:37,,0.0,0.0
2023-02-04,14:30:00,22:30:00,05:54:50,19:40:37,,169.4,35.3
2023-02-04,22:30:00,06:30:00,05:56:05,19:39:33,2023-02-05 05:56:05,446.1,92.9
2023-02-05,06:30:00,14:30:00,05:56:05,19:39:33,,0.0,0.0
2023-02-05,14:30:00,22:30:00,05:56:05,19:39:33,,170.5,35.5
2023-02-05,22:30:00,06:30:00,05:57:20,19:38:28,2023-02-06 05:57:20,447.3,93.2
2023-02-06,06:30:00,14:30:00,05:57:20,19:38:28,,0.0,0.0
2023-02-06,14:30:00,22:30:00,05:57:20,19:38:28,,171.5,35.7
2023-02-06,22:30:00,06:30:00,05:58:35,19:37:21,2023-02-07 05:58:35,448.6,93.5
2023-02-07,06:30:00,14:30:00,05:58:35,19:37:21,,0.0,0.0
2023-02-07,14:30:00,22:30:00,05:58:35,19:37:21,,172.7,36.0
2023-02-07,22:30:00,06:30:00,05:59:49,19:36:13,2023-02-08 05:59:49,449.8,93.7
2023-02-08,06:30:00,14:30:00,05:59:49,19:36:13,,0.0,0.0
2023-02-08,14:30:00,22:30:00,05:59:49,19:36:13,,173.8,36.2
2023-02-08,22:30:00,06:30:00,06:01:04,19:35:03,2023-02-09 06:01:04,451.1,94.0
2023-02-09,06:30:00,14:30:00,06:01:04,19:35:03,,0.0,0.0
2023-02-09,14:30:00,22:30:00,06:01:04,19:35:03,,175.0,36.5
2023-02-09,22:30:00,06:30:00,06:02:18,19:33:52,2023-02-10 06:02:18,452.3,94.2
2023-02-10,06:30:00,14:30:00,06:02:18,19:33:52,,0.0,0.0
2023-02-10,14:30:00,22:30:00,06:02:18,19:33:52,,176.1,36.7
2023-02-10,22:30:00,06:30:00,06:03:32,19:32:39,2023-02-11 06:03:32,453.5,94.5
2023-02-11,06:30:00,14:30:00,06:03:32,19:32:39,,0.0,0.0
2023-02-11,14:30:00,22:30:00,06:03:32,19:32:39,,177.4,37.0
2023-02-11,22:30:00,06:30:00,06:04:46,19:31:25,2023-02-12 06:04:46,454.8,94.8
2023-02-12,06:30:00,14:30:00,06:04:46,19:31:25,,0.0,0.0
2023-02-12,14:30:00,22:30:00,06:04:46,19:31:25,,178.6,37.2
2023-02-12,22:30:00,06:30:00,06:06:00,19:30:10,2023-02-13 06:06:00,456.0,95.0
2023-02-13,06:30:00,14:30:00,06:06:00,19:30:10,,0.0,0.0
2023-02-13,14:30:00,22:30:00,06:06:00,19:30:10,,179.8,37.5
2023-02-13,22:30:00,06:30:00,06:07:13,19:28:53,2023-02-14 06:07:13,457.2,95.3
2023-02-14,06:30:00,14:30:00,06:07:13,19:28:53,,0.0,0.0
2023-02-14,14:30:00,22:30:00,06:07:13,19:28:53,,181.1,37.7
2023-02-14,22:30:00,06:30:00,06:08:27,19:27:35,2023-02-15 06:08:27,458.5,95.5
2023-02-15,06:30:00,14:30:00,06:08:27,19:27:35,,0.0,0.0
2023-02-15,14:30:00,22:30:00,06:08:27,19:27:35,,182.4,38.0
2023-02-15,22:30:00,06:30:00,06:09:39,19:26:16,2023-02-16 06:09:39,459.7,95.8
2023-02-16,06:30:00,14:30:00,06:09:39,19:26:16,,0.0,0.0
2023-02-16,14:30:00,22:30:00,06:09:39,19:26:16,,183.7,38.3
2023-02-16,22:30:00,06:30:00,06:10:52,19:24:56,2023-02-17 06:10:52,460.9,96.0
2023-02-17,06:30:00,14:30:00,06:10:52,19:24:56,,0.0,0.0
2023-02-17,14:30:00,22:30:00,06:10:52,19:24:56,,185.1,38.6
2023-02-17,22:30:00,06:30:00,06:12:04,19:23:34,2023-02-18 06:12:04,462.1,96.3
2023-02-18,06:30:00,14:30:00,06:12:04,19:23:34,,0.0,0.0
2023-02-18,14:30:00,22:30:00,06:12:04,19:23:34,,186.4,38.8
2023-02-18,22:30:00,06:30:00,06:13:16,19:22:12,2023-02-19 06:13:16,463.3,96.5
2023-02-19,06:30:00,14:30:00,06:13:16,19:22:12,,0.0,0.0
2023-02-19,14:30:00,22:30:00,06:13:16,19:22:12,,187.8,39.1
2023-02-19,22:30:00,06:30:00,06:14:28,19:20:48,2023-02-20 06:14:28,464.5,96.8
2023-02-20,06:30:00,14:30:00,06:14:28,19:20:48,,0.0,0.0
2023-02-20,14:30:00,22:30:00,06:14:28,19:20:48,,189.2,39.4
2023-02-20,22:30:00,06:30:00,06:15:39,19:19:23,2023-02-21 06:15:39,465.7,97.0
2023-02-21,06:30:00,14:30:00,06:15:39,19:19:23,,0.0,0.0
2023-02-21,14:30:00,22:30:00,06:15:39,19:19:23,,190.6,39.7
2023-02-21,22:30:00,06:30:00,06:16:50,19:17:57,2023-02-22 06:16:50,466.8,97.3
2023-02-22,06:30:00,14:30:00,06:16:50,19:17:57,,0.0,0.0
2023-02-22,14:30:00,22:30:00,06:16:50,19:17:57,,192.1,40.0
2023-02-22,22:30:00,06:30:00,06:18:00,19:16:30,2023-02-23 06:18:00,468.0,97.5
2023-02-23,06:30:00,14:30:00,06:18:00,19:16:30,,0.0,0.0
2023-02-23,14:30:00,22:30:00,06:18:00,19:16:30,,193.5,40.3
2023-02-23,22:30:00,06:30:00,06:19:10,19:15:03,2023-02-24 06:19:10,469.2,97.7
2023-02-24,06:30:00,14:30:00,06:19:10,19:15:03,,0.0,0.0
2023-02-24,14:30:00,22:30:00,06:19:10,19:15:03,,195.0,40.6
2023-02-24,22:30:00,06:30:00,06:20:20,19:13:34,2023-02-25 06:20:20,470.3,98.0
2023-02-25,06:30:00,14:30:00,06:20:20,19:13:34,,0.0,0.0
2023-02-25,14:30:00,22:30:00,06:20:20,19:13:34,,196.4,40.9
2023-02-25,22:30:00,06:30:00,06:21:29,19:12:04,2023-02-26 06:21:29,471.5,98.2
2023-02-26,06:30:00,14:30:00,06:21:29,19:12:04,,0.0,0.0
2023-02-26,14:30:00,22:30:00,06:21:29,19:12:04,,197.9,41.2
2023-02-26,22:30:00,06:30:00,06:22:39,19:10:34,2023-02-27 06:22:39,472.7,98.5
2023-02-27,06:30:00,14:30:00,06:22:39,19:10:34,,0.0,0.0
2023-02-27,14:30:00,22:30:00,06:22:39,19:10:34,,199.4,41.5
2023-02-27,22:30:00,06:30:00,06:23:47,19:09:03,2023-02-28 06:23:47,473.8,98.7
2023-02-28,06:30:00,14:30:00,06:23:47,19:09:03,,0.0,0.0
2023-02-28,14:30:00,22:30:00,06:23:47,19:09:03,,201.0,41.9
2023-02-28,22:30:00,06:30:00,06:24:56,19:07:30,2023-03-01 06:24:56,474.9,98.9
2023-03-01,06:30:00,14:30:00,06:24:56,19:07:30,,0.0,0.0
2023-03-01,14:30:00,22:30:00,06:24:56,19:07:30,,202.5,42.2
